id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returndate,returnedreason,deceaseddate,deceasedreason,diedoffshelter,puttosleep,isdoa
56046,05-06-2017 11:13,Stray,0,C1706398,9.8102E+14,Luna,Domestic Short Hair,Grey,Cat,1 year 6 months.,Female,Adoptable Cat Glass Colony,07-07-2017 00:00,Foster,0,23-07-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56046,05-06-2017 11:13,Stray,0,C1706398,9.8102E+14,Luna,Domestic Short Hair,Grey,Cat,1 year 6 months.,Female,Adoptable Cat Glass Colony,28-07-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56047,05-06-2017 11:27,Stray,0,C1706399,9.8102E+14,Paul,Domestic Long Hair,Grey,Cat,1 year 6 months.,Male,Lobby,09-06-2017 00:00,Foster,0,02-07-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56047,05-06-2017 11:27,Stray,0,C1706399,9.8102E+14,Paul,Domestic Long Hair,Grey,Cat,1 year 6 months.,Male,Lobby,08-07-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56048,05-06-2017 12:10,Stray,0,C1706400,9.8102E+14,Azilia,Manx/DSH,Tortie,Cat,1 year 7 months.,Female,Lobby,08-06-2017 00:00,Foster,0,29-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56048,05-06-2017 12:10,Stray,0,C1706400,9.8102E+14,Azilia,Manx/DSH,Tortie,Cat,1 year 7 months.,Female,Lobby,06-07-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56049,05-06-2017 12:20,Rabies Monitoring,0,D1706009,,Curly,Chow Chow,Red,Dog,13 years 6 months.,Male,Dog room C,13-06-2017 00:00,Reclaimed,0,16-03-2019 00:00,Biting,,Court Order/ Legal,0,0,0
56049,05-06-2017 12:20,Rabies Monitoring,0,D1706009,,Curly,Chow Chow,Red,Dog,13 years 6 months.,Male,Dog room C,26-03-2019 00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56050,05-06-2017 12:45,Stray,0,C1706401,9.8102E+14,Monty,Domestic Short Hair,Grey and White,Cat,2 years 5 months.,Male,Adoptable Cat Kennels,26-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56052,05-06-2017 14:16,Incompatible with owner lifestyle,0,D1706379,9.8102E+14,Jax,Border Collie/Mix,Black and White,Dog,2 years 7 months.,Male,Adoptable Dogs,10-06-2017 00:00,Adoption,0,12-12-2017 00:00,Moving,,Court Order/ Legal,0,0,0
56052,05-06-2017 14:16,Incompatible with owner lifestyle,0,D1706379,9.8102E+14,Jax,Border Collie/Mix,Black and White,Dog,2 years 7 months.,Male,Adoptable Dogs,16-12-2017 00:00,Adoption,0,27-01-2018 00:00,Marriage/Relationship split,,Court Order/ Legal,0,0,0
56052,05-06-2017 14:16,Incompatible with owner lifestyle,0,D1706379,9.8102E+14,Jax,Border Collie/Mix,Black and White,Dog,2 years 7 months.,Male,Adoptable Dogs,18-02-2018 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56053,05-06-2017 14:20,Incompatible with owner lifestyle,0,D1706384,9.8102E+14,Ayonna,German Shepherd Dog/Pitbull,Black and Brown,Dog,2 years 5 months.,Female,Adoptable Dogs,26-06-2017 00:00,Adoption,0,28-06-2017 00:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
56053,05-06-2017 14:20,Incompatible with owner lifestyle,0,D1706384,9.8102E+14,Ayonna,German Shepherd Dog/Pitbull,Black and Brown,Dog,2 years 5 months.,Female,Adoptable Dogs,29-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56054,05-06-2017 14:31,Incompatible with owner lifestyle,0,D1706386,9.8102E+14,Harlee,German Shepherd Dog/Pitbull,Black and Brown,Dog,2 years 5 months.,Female,Adoptable Dogs,13-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56055,05-06-2017 14:46,Stray,0,C1706403,,Little Black,,Black,Chicken,2 years 5 months.,Female,Special Care Dogs,13-06-2017 00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56056,05-06-2017 14:48,Stray,0,C1706083,,Little Blue,,Brown,Chicken,2 years 5 months.,Female,Special Care Dogs,13-06-2017 00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56057,05-06-2017 15:01,Stray,0,C1706404,9.8102E+14,Panda,Domestic Short Hair,Black and White,Cat,1 year 7 months.,Male,Adoptable Cat Kennels,08-06-2017 00:00,Foster,0,23-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56057,05-06-2017 15:01,Stray,0,C1706404,9.8102E+14,Panda,Domestic Short Hair,Black and White,Cat,1 year 7 months.,Male,Adoptable Cat Kennels,28-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56058,05-06-2017 15:01,Stray,0,C1706405,9.8102E+14,Scamper,Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Adoptable Cat Kennels,08-06-2017 00:00,Foster,0,23-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56058,05-06-2017 15:01,Stray,0,C1706405,9.8102E+14,Scamper,Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Adoptable Cat Kennels,28-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56059,05-06-2017 15:01,Stray,0,C1706406,9.8102E+14,Patchy,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Lobby,08-06-2017 00:00,Foster,0,23-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56059,05-06-2017 15:01,Stray,0,C1706406,9.8102E+14,Patchy,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Lobby,29-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56060,05-06-2017 15:19,Stray,0,C1706407,0A1363003B,Luna,Domestic Short Hair,Black,Cat,4 years 5 months.,Female,Stray Cats,06-06-2017 00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56061,05-06-2017 16:40,Stray,0,C1706408,9.8102E+14,Buster,Domestic Short Hair,Orange and White,Cat,2 years 3 months.,Male,Special Care Cats,14-06-2017 00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56062,05-06-2017 17:11,Stray,0,D1706409,,Buddy,Labrador Retriever,Yellow,Dog,3 years 11 months.,Male,Stray Dogs Beta,08-06-2017 00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56063,05-06-2017 21:51,Sick/Injured,0,R17061798,,Bunny,Wild,Brown,House Rabbit,2 years 5 months.,Unknown,Check-in,05-06-2017 00:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
56065,06-06-2017 12:11,Stray,0,D1706410,9.8102E+14,Frito,Dachshund/Terrier,Black,Dog,1 year 9 months.,Female,Adoptable Dogs,23-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56066,06-06-2017 12:25,Stray,0,C1706411,9.8102E+14,Jazz,Domestic Medium Hair,Black,Cat,1 year 7 months.,Male,Adoptable Cat Small Colony,21-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56067,06-06-2017 12:25,Stray,0,C1706412,9.8102E+14,Swing,Domestic Medium Hair,Black,Cat,1 year 7 months.,Female,Adoptable Cat Small Colony,22-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56068,06-06-2017 12:25,Stray,0,C1706413,9.8102E+14,Blues,Domestic Medium Hair,Black,Cat,1 year 7 months.,Female,Lobby,16-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56069,06-06-2017 12:25,Stray,0,C1706414,9.8102E+14,Bluegrass,Domestic Medium Hair,Black,Cat,1 year 7 months.,Female,Adoptable Cat Small Colony,20-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56070,06-06-2017 12:39,Moving,0,C1706394,0A133E7316,Salem,Domestic Short Hair,Black,Cat,11 years 5 months.,Male,Adoptable Cat Big Colony,30-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56071,06-06-2017 12:48,Incompatible with owner lifestyle,0,D1706395,4965454571,Gus,Cockapoo,Black,Dog,8 years 5 months.,Male,Stray Dogs Beta,07-06-2017 00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56072,06-06-2017 13:02,Stray,0,D1706415,9.82E+14,Tucker,Australian Shepherd,Red merle,Dog,2 years 6 months.,Male,Adoptable Dogs,17-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56073,06-06-2017 13:37,Stray,0,C1706416,9.8102E+14,Dylan,Manx/DSH,Orange and White,Cat,9 years 5 months.,Male,Adoptable Cat Glass Colony,15-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56074,06-06-2017 14:20,Stray,0,C1706417,9.8102E+14,Possum,Domestic Short Hair,Buff,Cat,1 year 7 months.,Male,Lobby,08-06-2017 00:00,Foster,0,29-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56074,06-06-2017 14:20,Stray,0,C1706417,9.8102E+14,Possum,Domestic Short Hair,Buff,Cat,1 year 7 months.,Male,Lobby,05-07-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56076,06-06-2017 18:29,Stray,0,C1706419,9.8102E+14,Lilly,Domestic Short Hair,Tortie,Cat,2 years 6 months.,Female,Adoptable Cat Middle Colony,08-06-2017 00:00,Reclaimed,0,13-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56076,06-06-2017 18:29,Stray,0,C1706419,9.8102E+14,Lilly,Domestic Short Hair,Tortie,Cat,2 years 6 months.,Female,Adoptable Cat Middle Colony,24-06-2017 00:00,Adoption,0,27-06-2017 00:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
56076,06-06-2017 18:29,Stray,0,C1706419,9.8102E+14,Lilly,Domestic Short Hair,Tortie,Cat,2 years 6 months.,Female,Adoptable Cat Middle Colony,28-06-2017 00:00,Reclaimed,0,07-10-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56076,06-06-2017 18:29,Stray,0,C1706419,9.8102E+14,Lilly,Domestic Short Hair,Tortie,Cat,2 years 6 months.,Female,Adoptable Cat Middle Colony,27-10-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56077,07-06-2017 14:29,Born in Shelter,0,G1706397,,Tibia,American Crested,"Brown, Black and White",Guinea Pig,1 year 5 months.,Female,Office,26-05-2017 00:00,Foster,0,20-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56077,07-06-2017 14:29,Born in Shelter,0,G1706397,,Tibia,American Crested,"Brown, Black and White",Guinea Pig,1 year 5 months.,Female,Office,21-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56078,07-06-2017 14:29,Born in Shelter,0,G1706398,,Beirgut,American Crested,"Brown, Black and White",Guinea Pig,1 year 5 months.,Male,Office,26-05-2017 00:00,Foster,0,20-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56078,07-06-2017 14:29,Born in Shelter,0,G1706398,,Beirgut,American Crested,"Brown, Black and White",Guinea Pig,1 year 5 months.,Male,Office,21-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56079,07-06-2017 14:29,Born in Shelter,0,G1706399,,Kissy,American Crested,"Brown, Black and White",Guinea Pig,1 year 5 months.,Female,Office,26-05-2017 00:00,Foster,0,20-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56079,07-06-2017 14:29,Born in Shelter,0,G1706399,,Kissy,American Crested,"Brown, Black and White",Guinea Pig,1 year 5 months.,Female,Office,21-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56080,07-06-2017 14:29,Born in Shelter,0,G1706400,,Harvest,American Crested,"Brown, Black and White",Guinea Pig,1 year 5 months.,Male,Office,26-05-2017 00:00,Foster,0,20-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56080,07-06-2017 14:29,Born in Shelter,0,G1706400,,Harvest,American Crested,"Brown, Black and White",Guinea Pig,1 year 5 months.,Male,Office,21-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56081,07-06-2017 12:48,Stray,0,C1706420,9.8102E+14,Coloniel,Domestic Short Hair,Grey,Cat,1 year 6 months.,Male,Office,11-06-2017 00:00,Foster,0,01-07-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56081,07-06-2017 12:48,Stray,0,C1706420,9.8102E+14,Coloniel,Domestic Short Hair,Grey,Cat,1 year 6 months.,Male,Office,06-07-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56082,07-06-2017 12:48,Stray,0,C1706421,9.8102E+14,Casey,Domestic Short Hair,Grey,Cat,2 years 3 months.,Male,Office,11-06-2017 00:00,Foster,0,01-07-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56082,07-06-2017 12:48,Stray,0,C1706421,9.8102E+14,Casey,Domestic Short Hair,Grey,Cat,2 years 3 months.,Male,Office,06-07-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56083,07-06-2017 13:31,Stray,0,D1706422,492E686815,Klaus,"Schnauzer, Miniature",Black,Dog,11 years 5 months.,Male,Stray Dogs Beta,07-06-2017 00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56084,07-06-2017 13:47,Stray,0,D1706423,,Bo,Beagle,Tricolour,Dog,3 years 10 months.,Male,Stray Dogs Beta,08-06-2017 00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56085,07-06-2017 13:59,Incompatible with owner lifestyle,0,C1706402,9.8102E+14,Sylvester,Domestic Short Hair,Orange,Cat,2 years 1 month.,Male,Adoptable Cat Kennels,15-06-2017 00:00,Foster,0,10-07-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56085,07-06-2017 13:59,Incompatible with owner lifestyle,0,C1706402,9.8102E+14,Sylvester,Domestic Short Hair,Orange,Cat,2 years 1 month.,Male,Adoptable Cat Kennels,10-07-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56086,07-06-2017 13:59,Incompatible with owner lifestyle,0,C1706409,9.8102E+14,Jean-Claude,Domestic Short Hair,Orange,Cat,2 years 1 month.,Male,Adoptable Cat Kennels,15-06-2017 00:00,Foster,0,10-07-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56086,07-06-2017 13:59,Incompatible with owner lifestyle,0,C1706409,9.8102E+14,Jean-Claude,Domestic Short Hair,Orange,Cat,2 years 1 month.,Male,Adoptable Cat Kennels,10-07-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56089,07-06-2017 15:11,Stray,0,C1706424,9.8102E+14,Dragon,Domestic Short Hair,Grey,Cat,1 year 6 months.,Male,Adoptable Cat Kennels,13-07-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56090,07-06-2017 15:12,Stray,0,C1706425,9.8102E+14,Katrina,Domestic Short Hair,Tortie,Cat,3 years 2 months.,Female,Adoptable Cat Big Colony,10-06-2017 00:00,Foster,0,11-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56090,07-06-2017 15:12,Stray,0,C1706425,9.8102E+14,Katrina,Domestic Short Hair,Tortie,Cat,3 years 2 months.,Female,Adoptable Cat Big Colony,17-06-2017 00:00,Foster,0,30-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56090,07-06-2017 15:12,Stray,0,C1706425,9.8102E+14,Katrina,Domestic Short Hair,Tortie,Cat,3 years 2 months.,Female,Adoptable Cat Big Colony,10-07-2017 00:00,Foster,0,15-08-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56090,07-06-2017 15:12,Stray,0,C1706425,9.8102E+14,Katrina,Domestic Short Hair,Tortie,Cat,3 years 2 months.,Female,Adoptable Cat Big Colony,26-09-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56094,07-06-2017 15:12,Stray,0,C1706429,9.8102E+14,Kane,Domestic Short Hair,Buff,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,10-06-2017 00:00,Foster,0,11-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56094,07-06-2017 15:12,Stray,0,C1706429,9.8102E+14,Kane,Domestic Short Hair,Buff,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,17-06-2017 00:00,Foster,0,30-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56094,07-06-2017 15:12,Stray,0,C1706429,9.8102E+14,Kane,Domestic Short Hair,Buff,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,10-07-2017 00:00,Foster,0,17-08-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56094,07-06-2017 15:12,Stray,0,C1706429,9.8102E+14,Kane,Domestic Short Hair,Buff,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,18-08-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56095,07-06-2017 15:12,Stray,0,C1706430,9.8102E+14,Katie,Domestic Short Hair,Brown,Cat,1 year 5 months.,Female,Adoptable Cat Middle Colony,10-06-2017 00:00,Foster,0,11-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56095,07-06-2017 15:12,Stray,0,C1706430,9.8102E+14,Katie,Domestic Short Hair,Brown,Cat,1 year 5 months.,Female,Adoptable Cat Middle Colony,17-06-2017 00:00,Foster,0,30-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56095,07-06-2017 15:12,Stray,0,C1706430,9.8102E+14,Katie,Domestic Short Hair,Brown,Cat,1 year 5 months.,Female,Adoptable Cat Middle Colony,10-07-2017 00:00,Foster,0,17-08-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56095,07-06-2017 15:12,Stray,0,C1706430,9.8102E+14,Katie,Domestic Short Hair,Brown,Cat,1 year 5 months.,Female,Adoptable Cat Middle Colony,19-08-2017 00:00,Adoption,0,08-09-2017 00:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
56095,07-06-2017 15:12,Stray,0,C1706430,9.8102E+14,Katie,Domestic Short Hair,Brown,Cat,1 year 5 months.,Female,Adoptable Cat Middle Colony,17-09-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56096,07-06-2017 15:12,Stray,0,C1706431,9.8102E+14,Kinser,Domestic Short Hair,Orange,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,10-06-2017 00:00,Foster,0,11-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56096,07-06-2017 15:12,Stray,0,C1706431,9.8102E+14,Kinser,Domestic Short Hair,Orange,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,17-06-2017 00:00,Foster,0,30-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56096,07-06-2017 15:12,Stray,0,C1706431,9.8102E+14,Kinser,Domestic Short Hair,Orange,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,10-07-2017 00:00,Foster,0,17-08-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56096,07-06-2017 15:12,Stray,0,C1706431,9.8102E+14,Kinser,Domestic Short Hair,Orange,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,18-08-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56097,07-06-2017 15:12,Stray,0,C1706432,9.8102E+14,Kylie,Domestic Short Hair,Torbie,Cat,1 year 5 months.,Female,Adoptable Cat Small Colony,10-06-2017 00:00,Foster,0,11-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56097,07-06-2017 15:12,Stray,0,C1706432,9.8102E+14,Kylie,Domestic Short Hair,Torbie,Cat,1 year 5 months.,Female,Adoptable Cat Small Colony,17-06-2017 00:00,Foster,0,30-06-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56097,07-06-2017 15:12,Stray,0,C1706432,9.8102E+14,Kylie,Domestic Short Hair,Torbie,Cat,1 year 5 months.,Female,Adoptable Cat Small Colony,10-07-2017 00:00,Foster,0,17-08-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56097,07-06-2017 15:12,Stray,0,C1706432,9.8102E+14,Kylie,Domestic Short Hair,Torbie,Cat,1 year 5 months.,Female,Adoptable Cat Small Colony,18-08-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56098,07-06-2017 15:12,Stray,0,C1706415,9.8102E+14,Mango Ma`am,Domestic Short Hair,Grey and White,Cat,1 year 7 months.,Female,Lobby,11-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56099,07-06-2017 15:12,Stray,0,C1706418,9.8102E+14,Rizzo,Domestic Short Hair,Grey and White,Cat,2 years 3 months.,Male,Cat room B,11-06-2017 00:00,Adoption,0,13-07-2019 00:00,Incompatible with other pets,20-07-2019 00:00,TM - Treatable Manageable,0,1,0
56100,07-06-2017 15:12,Stray,0,C1706422,9.8102E+14,Lenny,Domestic Short Hair,Brown and Black,Cat,1 year 10 months.,Male,Adoptable Cat Big Colony,16-06-2017 00:00,Adoption,0,28-07-2018 00:00,Moving,,Court Order/ Legal,0,0,0
56100,07-06-2017 15:12,Stray,0,C1706422,9.8102E+14,Lenny,Domestic Short Hair,Brown and Black,Cat,1 year 10 months.,Male,Adoptable Cat Big Colony,13-08-2018 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56101,07-06-2017 15:12,Stray,0,C1706423,9.8102E+14,Socks,Domestic Short Hair,Brown and Black,Cat,1 year 7 months.,Male,Adoptable Cat Big Colony,16-06-2017 00:00,Adoption,0,28-07-2018 00:00,Moving,,Court Order/ Legal,0,0,0
56101,07-06-2017 15:12,Stray,0,C1706423,9.8102E+14,Socks,Domestic Short Hair,Brown and Black,Cat,1 year 7 months.,Male,Adoptable Cat Big Colony,13-08-2018 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56102,08-06-2017 10:21,Stray,0,C1706433,,Nekosha,Domestic Short Hair,White and Grey,Cat,4 weeks.,Male,Shelter,08-06-2017 00:00,Foster,0,25-08-2017 00:00,Stray,22-06-2017 00:00,Died in care,0,0,0
56104,08-06-2017 13:26,Incompatible with owner lifestyle,0,C1706426,9.8102E+14,Wintery,Manx/DSH,Black and Brown,Cat,2 years 11 months.,Female,Adoptable Cat Big Colony,16-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56105,08-06-2017 14:53,Incompatible with owner lifestyle,0,D1706427,9.8102E+14,Jovany,Miniature Pinscher/Jack Russell Terrier,Black and Tan,Dog,11 years 5 months.,Male,Adoptable Dogs,22-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56106,08-06-2017 16:00,Stray,0,C1706435,9.8102E+14,Audrey,Domestic Short Hair,Orange,Cat,1 year 6 months.,Female,Adoptable Cat Middle Colony,10-06-2017 00:00,Foster,0,07-08-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56106,08-06-2017 16:00,Stray,0,C1706435,9.8102E+14,Audrey,Domestic Short Hair,Orange,Cat,1 year 6 months.,Female,Adoptable Cat Middle Colony,08-08-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56107,08-06-2017 16:00,Stray,0,C1706436,,Beatrice,Domestic Short Hair,Orange,Cat,4 weeks.,Female,Feline Nursery,10-06-2017 00:00,Foster,0,25-08-2017 00:00,Stray,19-06-2017 00:00,Died in care,0,0,0
56108,08-06-2017 16:00,Stray,0,C1706437,9.8102E+14,Pumpkin,Domestic Short Hair,Orange,Cat,1 year 6 months.,Male,Lobby,10-06-2017 00:00,Foster,0,21-07-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56108,08-06-2017 16:00,Stray,0,C1706437,9.8102E+14,Pumpkin,Domestic Short Hair,Orange,Cat,1 year 6 months.,Male,Lobby,21-07-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56110,09-06-2017 13:08,Police Assist,0,C1706084,,Ruby,Domestic Medium Hair,Orange,Cat,9 years 5 months.,Female,Stray Cats,25-06-2017 00:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
56111,09-06-2017 13:19,Police Assist,0,C1706438,,Jeffrey,Domestic Short Hair,Black and Brown,Cat,9 years 5 months.,Male,Stray Cats,25-06-2017 00:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
56112,09-06-2017 13:27,Unsuitable Accommodation,0,C1706428,9.8102E+14,Chuckles,Domestic Short Hair,Buff,Cat,1 year 7 months.,Male,Lobby,10-06-2017 00:00,Foster,0,09-07-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56112,09-06-2017 13:27,Unsuitable Accommodation,0,C1706428,9.8102E+14,Chuckles,Domestic Short Hair,Buff,Cat,1 year 7 months.,Male,Lobby,15-07-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56113,09-06-2017 13:27,Unsuitable Accommodation,0,C1706439,9.8102E+14,Fuzz cat,Domestic Short Hair,Buff,Cat,1 year 7 months.,Male,Lobby,10-06-2017 00:00,Foster,0,09-07-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56113,09-06-2017 13:27,Unsuitable Accommodation,0,C1706439,9.8102E+14,Fuzz cat,Domestic Short Hair,Buff,Cat,1 year 7 months.,Male,Lobby,11-07-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56114,09-06-2017 13:27,Unsuitable Accommodation,0,C1706440,9.8102E+14,Tickles,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Lobby,10-06-2017 00:00,Foster,0,09-07-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56114,09-06-2017 13:27,Unsuitable Accommodation,0,C1706440,9.8102E+14,Tickles,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Lobby,11-07-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56115,09-06-2017 13:27,Unsuitable Accommodation,0,C1706441,9.8102E+14,Sea Turtle,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Lobby,10-06-2017 00:00,Foster,0,09-07-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56115,09-06-2017 13:27,Unsuitable Accommodation,0,C1706441,9.8102E+14,Sea Turtle,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Lobby,11-07-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56116,09-06-2017 13:39,Stray,0,C1706442,,Magic,Domestic Short Hair,Black and grey,Cat,2 years 5 months.,Female,Stray Cats,15-06-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56119,09-06-2017 15:26,Stray,0,C1706443,9.8102E+14,Tater,Domestic Short Hair,Orange,Cat,2 years 0 months.,Male,Adoptable Cat Small Colony,10-06-2017 00:00,Foster,0,18-07-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56119,09-06-2017 15:26,Stray,0,C1706443,9.8102E+14,Tater,Domestic Short Hair,Orange,Cat,2 years 0 months.,Male,Adoptable Cat Small Colony,22-08-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56120,09-06-2017 15:26,Stray,0,C1706444,9.8102E+14,Hayden,Domestic Short Hair,Buff,Cat,1 year 6 months.,Male,Lobby,10-06-2017 00:00,Foster,0,18-07-2017 00:00,Stray,,Court Order/ Legal,0,0,0
56120,09-06-2017 15:26,Stray,0,C1706444,9.8102E+14,Hayden,Domestic Short Hair,Buff,Cat,1 year 6 months.,Male,Lobby,18-07-2017 00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
