id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returndate,returnedreason,deceaseddate,deceasedreason,diedoffshelter,puttosleep,isdoa
15801,28-11-2009 00:00,Moving,0,C09115463,0A115D7358,Jadzia,Domestic Short Hair,Tortie,Cat,9 years 2 months.,Female,Adoptable Cat Glass Colony,13-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
15932,08-12-2009 00:00,Moving,0,D09125594,0A11675477,Gonzo,German Shepherd Dog/Mix,Tan,Dog,9 years 1 month.,Male,Adoptable Dogs,24-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
28859,10-08-2012 00:00,Abandoned,0,D12082309,0A13253C7B,Maggie,Shep Mix/Siberian Husky,Various,Dog,6 years 8 months.,Female,Adoptable Dogs,15-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
30812,11-01-2013 00:00,Abandoned,0,C1301091,0A13403D4D,Pretty Girl,Domestic Short Hair,Dilute tortoiseshell,Cat,8 years 11 months.,Female,Stray Cats,18-04-2017 00:00,Foster,0,29-05-2018 00:00,Stray,,Died in care,0,0,0
30812,11-01-2013 00:00,Abandoned,0,C1301091,0A13403D4D,Pretty Girl,Domestic Short Hair,Dilute tortoiseshell,Cat,8 years 11 months.,Female,Stray Cats,29-05-2018 00:00,Adoption,0,,Stray,,Died in care,0,0,0
31469,26-03-2013 00:00,Incompatible with owner lifestyle,0,D1303720,9.8102E+14,Bonnie,Basenji/Mix,Brown and White,Dog,5 years 11 months.,Female,Stray Dogs Beta,30-03-2013 00:00,Adoption,0,08-05-2017 00:00,Incompatible with owner lifestyle,,Died in care,0,0,0
31469,26-03-2013 00:00,Incompatible with owner lifestyle,0,D1303720,9.8102E+14,Bonnie,Basenji/Mix,Brown and White,Dog,5 years 11 months.,Female,Stray Dogs Beta,09-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
40705,19-06-2015 00:00,Abandoned,0,R15061738,,Candy,American Sable/American,Brown,House Rabbit,4 years 6 months.,Female,Lobby,12-04-2017 00:00,Transfer,0,,Stray,,Died in care,0,0,0
40706,19-06-2015 00:00,Abandoned,0,R15061739,,Charlotte,American Sable/American,Brown,House Rabbit,4 years 6 months.,Female,Lobby,12-04-2017 00:00,Transfer,0,,Stray,,Died in care,0,0,0
46238,09-10-2016 00:00,Abandoned,0,D16103207,9.8102E+14,Tennessee,Heeler/Mix,Brown and Black,Dog,3 years 2 months.,Male,Special Care Dogs,26-11-2016 00:00,Foster,0,23-07-2017 00:00,Stray,,Died in care,0,0,0
46238,09-10-2016 00:00,Abandoned,0,D16103207,9.8102E+14,Tennessee,Heeler/Mix,Brown and Black,Dog,3 years 2 months.,Male,Special Care Dogs,09-08-2017 00:00,Foster,0,14-02-2018 00:00,Stray,,Died in care,0,0,0
46238,09-10-2016 00:00,Abandoned,0,D16103207,9.8102E+14,Tennessee,Heeler/Mix,Brown and Black,Dog,3 years 2 months.,Male,Special Care Dogs,14-02-2018 00:00,Adoption,0,,Stray,,Died in care,0,0,0
46437,26-10-2016 00:00,Abandoned,0,C16103406,9.8102E+14,Nova,Domestic Long Hair,Black,Cat,12 years 3 months.,Female,Stray Cats,25-03-2017 00:00,Foster,0,07-04-2017 00:00,Stray,10-02-2018 00:00,"UU - untreatable, unmanageable",0,1,0
46437,26-10-2016 00:00,Abandoned,0,C16103406,9.8102E+14,Nova,Domestic Long Hair,Black,Cat,12 years 3 months.,Female,Stray Cats,07-04-2017 00:00,Adoption,0,09-02-2018 00:00,Incompatible with owner lifestyle,10-02-2018 00:00,"UU - untreatable, unmanageable",0,1,0
46693,21-11-2016 00:00,Abandoned,0,D16113659,9.8102E+14,Baby,Pitbull,White,Dog,4 years 1 month.,Male,Adoptable Dogs,07-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47120,11-01-2017 00:00,Abandoned,0,C17011137,9.8102E+14,Vivian,Himalayan,Seal,Cat,5 years 0 months.,Female,Foster,18-01-2017 00:00,Foster,0,13-05-2017 00:00,Stray,,Died in care,0,0,0
47120,11-01-2017 00:00,Abandoned,0,C17011137,9.8102E+14,Vivian,Himalayan,Seal,Cat,5 years 0 months.,Female,Foster,13-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47146,17-01-2017 00:00,Abandoned,0,D17011163,9.8102E+14,Dinah,Labrador Retriever/Affenpinscher,Black,Dog,3 years 10 months.,Female,Foster,31-03-2017 00:00,Foster,0,01-04-2017 00:00,Stray,,Died in care,0,0,0
47146,17-01-2017 00:00,Abandoned,0,D17011163,9.8102E+14,Dinah,Labrador Retriever/Affenpinscher,Black,Dog,3 years 10 months.,Female,Foster,01-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47156,17-01-2017 00:00,Abandoned,0,R17011173,,Maxwell,American,Black,House Rabbit,3 years 10 months.,Male,Lobby,27-03-2017 00:00,Foster,0,07-04-2017 00:00,Stray,,Died in care,0,0,0
47156,17-01-2017 00:00,Abandoned,0,R17011173,,Maxwell,American,Black,House Rabbit,3 years 10 months.,Male,Lobby,07-04-2017 00:00,Foster,0,07-04-2017 00:00,Stray,,Died in care,0,0,0
47156,17-01-2017 00:00,Abandoned,0,R17011173,,Maxwell,American,Black,House Rabbit,3 years 10 months.,Male,Lobby,12-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47157,17-01-2017 00:00,Abandoned,0,R17011174,,Hammer,American,Black,House Rabbit,3 years 10 months.,Male,Lobby,27-03-2017 00:00,Foster,0,07-04-2017 00:00,Stray,,Died in care,0,0,0
47157,17-01-2017 00:00,Abandoned,0,R17011174,,Hammer,American,Black,House Rabbit,3 years 10 months.,Male,Lobby,12-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47198,22-01-2017 00:00,Abandoned,0,C17011213,9.8102E+14,Mama Mia,Domestic Short Hair,Grey and White,Cat,3 years 3 months.,Female,Adoptable Cat Glass Colony,03-02-2017 00:00,Foster,0,25-05-2017 00:00,Stray,,Died in care,0,0,0
47198,22-01-2017 00:00,Abandoned,0,C17011213,9.8102E+14,Mama Mia,Domestic Short Hair,Grey and White,Cat,3 years 3 months.,Female,Adoptable Cat Glass Colony,22-06-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47239,27-01-2017 00:00,Abandoned,0,D17011254,9.8102E+14,Maria,,Brown and Black,Dog,1 year 10 months.,Female,Foster,01-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47248,27-01-2017 00:00,Abandoned,0,C17011263,9.8102E+14,Mr. T,DMH/DSH,Black,Cat,9 years 11 months.,Male,Foster,15-02-2017 00:00,Foster,0,02-06-2017 00:00,Stray,,Died in care,0,0,0
47248,27-01-2017 00:00,Abandoned,0,C17011263,9.8102E+14,Mr. T,DMH/DSH,Black,Cat,9 years 11 months.,Male,Foster,02-06-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47277,31-01-2017 00:00,Abandoned,0,C17011292,9.8102E+14,Coraline,Domestic Short Hair,Brown and Black,Cat,3 years 10 months.,Female,Adoptable Cat Glass Colony,05-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47290,01-02-2017 00:00,Abandoned,0,C17021304,9.8102E+14,Montana,Domestic Short Hair,Torbie,Cat,3 years 4 months.,Female,Adoptable Cat Big Colony,29-03-2017 00:00,Foster,0,27-04-2017 00:00,Stray,,Died in care,0,0,0
47290,01-02-2017 00:00,Abandoned,0,C17021304,9.8102E+14,Montana,Domestic Short Hair,Torbie,Cat,3 years 4 months.,Female,Adoptable Cat Big Colony,22-06-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47319,05-02-2017 00:00,Rabies Monitoring,0,D17021329,,Louise Vada,Pitbull,Black,Dog,3 years 2 months.,Female,Stray Dogs Theta,05-04-2017 00:00,Reclaimed,0,,Stray,,Died in care,0,0,0
47360,11-02-2017 00:00,Abandoned,0,C17021370,9.8102E+14,Calli,DSH/Unknown,Various,Cat,16 years 3 months.,Female,Office,07-03-2017 00:00,Foster,0,22-04-2017 00:00,Stray,13-06-2017 00:00,"UU - untreatable, unmanageable",0,1,0
47360,11-02-2017 00:00,Abandoned,0,C17021370,9.8102E+14,Calli,DSH/Unknown,Various,Cat,16 years 3 months.,Female,Office,25-04-2017 00:00,Foster,0,11-06-2017 00:00,Stray,13-06-2017 00:00,"UU - untreatable, unmanageable",0,1,0
47360,11-02-2017 00:00,Abandoned,0,C17021370,9.8102E+14,Calli,DSH/Unknown,Various,Cat,16 years 3 months.,Female,Office,12-06-2017 00:00,Foster,0,13-06-2017 00:00,Stray,13-06-2017 00:00,"UU - untreatable, unmanageable",0,1,0
47395,13-02-2017 00:00,Abandoned,0,C17021405,9.8102E+14,Gooseberry,Domestic Short Hair,Tortie,Cat,13 years 9 months.,Female,Adoptable Cat Big Colony,11-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47402,14-02-2017 00:00,Abandoned,0,D17021412,9.8102E+14,Precious,Shep Mix/Mix,Ruddy,Dog,4 years 9 months.,Female,Adoptable Dogs,21-03-2017 00:00,Foster,0,09-04-2017 00:00,Stray,,Died in care,0,0,0
47402,14-02-2017 00:00,Abandoned,0,D17021412,9.8102E+14,Precious,Shep Mix/Mix,Ruddy,Dog,4 years 9 months.,Female,Adoptable Dogs,10-04-2017 00:00,Foster,0,03-05-2017 00:00,Stray,,Died in care,0,0,0
47402,14-02-2017 00:00,Abandoned,0,D17021412,9.8102E+14,Precious,Shep Mix/Mix,Ruddy,Dog,4 years 9 months.,Female,Adoptable Dogs,05-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47414,16-02-2017 00:00,Abandoned,0,D17021424,9.8102E+14,Beemo,Pitbull/Mix,Blue,Dog,6 years 10 months.,Male,Stray Dogs Beta,15-04-2017 00:00,Adoption,0,12-07-2017 00:00,Rabies Monitoring,,Died in care,0,0,0
47414,16-02-2017 00:00,Abandoned,0,D17021424,9.8102E+14,Beemo,Pitbull/Mix,Blue,Dog,6 years 10 months.,Male,Stray Dogs Beta,22-07-2017 00:00,Reclaimed,0,22-08-2017 00:00,Rabies Monitoring,,Died in care,0,0,0
47414,16-02-2017 00:00,Abandoned,0,D17021424,9.8102E+14,Beemo,Pitbull/Mix,Blue,Dog,6 years 10 months.,Male,Stray Dogs Beta,02-09-2017 00:00,Reclaimed,0,,Stray,,Died in care,0,0,0
47429,18-02-2017 00:00,Abandoned,0,C17021438,9.8102E+14,Ellen,British Shorthair/Unknown,Grey,Cat,11 years 9 months.,Female,Office,05-03-2017 00:00,Foster,0,26-04-2017 00:00,Stray,,Died in care,0,0,0
47429,18-02-2017 00:00,Abandoned,0,C17021438,9.8102E+14,Ellen,British Shorthair/Unknown,Grey,Cat,11 years 9 months.,Female,Office,26-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47432,18-02-2017 00:00,Abandoned,0,R17021441,,Fitzgerald,American,Black,House Rabbit,3 years 9 months.,Male,Lobby,30-03-2017 00:00,Foster,0,17-04-2017 00:00,Stray,,Died in care,0,0,0
47432,18-02-2017 00:00,Abandoned,0,R17021441,,Fitzgerald,American,Black,House Rabbit,3 years 9 months.,Male,Lobby,01-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47502,27-02-2017 00:00,Marriage/Relationship split,0,D17021511,9.8102E+14,Zoey,Pitbull/Mix,Grey and White,Dog,2 years 8 months.,Female,Stray Dogs Beta,08-04-2017 00:00,Adoption,0,05-05-2017 00:00,Marriage/Relationship split,,Died in care,0,0,0
47502,27-02-2017 00:00,Marriage/Relationship split,0,D17021511,9.8102E+14,Zoey,Pitbull/Mix,Grey and White,Dog,2 years 8 months.,Female,Stray Dogs Beta,01-06-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47510,28-02-2017 00:00,Abandoned,0,C17021519,9.8102E+14,Maureen,Domestic Short Hair,Brown and Black,Cat,2 years 8 months.,Female,Adoptable Cat Big Colony,02-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47511,28-02-2017 00:00,Abandoned,0,C17021520,9.8102E+14,Janet,DSH/Unknown,Grey,Cat,4 years 2 months.,Female,Adoptable Cat Small Colony,01-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47520,02-03-2017 00:00,Abandoned,0,C17031529,9.8102E+14,Ruce,DSH/Unknown,Black and White,Cat,3 years 10 months.,Male,Adoptable Cat Big Colony,04-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47521,02-03-2017 00:00,Abandoned,0,C17031530,9.8102E+14,Ramsay,DSH/Unknown,Orange and White,Cat,3 years 10 months.,Male,Adoptable Cat Kennels,07-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47538,04-03-2017 00:00,Abandoned,0,D17031547,9.8102E+14,Gus,Labrador Retriever/Coonhound,Chocolate,Dog,2 years 10 months.,Male,Foster,03-04-2017 00:00,Adoption,0,,Stray,,Healthy,0,0,0
47539,04-03-2017 00:00,Abandoned,0,C17031548,9.8102E+14,Zack Attack,DSH/Unknown,Grey and White,Cat,4 years 9 months.,Male,Adoptable Cat Glass Colony,01-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47540,04-03-2017 00:00,Abandoned,0,C17031549,9.8102E+14,Buggs,DSH/Unknown,Black,Cat,1 year 11 months.,Male,Adoptable Cat Glass Colony,01-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47558,06-03-2017 00:00,Abandoned,0,D17031567,9.8102E+14,Clyde,"Golden Retriever/Poodle, Standard",Golden,Dog,6 years 2 months.,Male,Adoptable Dogs,29-03-2017 00:00,Adoption,0,04-04-2017 00:00,Incompatible with owner lifestyle,,Died in care,0,0,0
47558,06-03-2017 00:00,Abandoned,0,D17031567,9.8102E+14,Clyde,"Golden Retriever/Poodle, Standard",Golden,Dog,6 years 2 months.,Male,Adoptable Dogs,12-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47562,06-03-2017 00:00,Abandoned,0,C17031571,9.8102E+14,Garden,DSH/Unknown,White,Cat,6 years 8 months.,Male,Adoptable Cat Kennels,31-03-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47575,07-03-2017 00:00,Moving,0,D17031584,9.82E+14,Bella Boo!,Mastiff,Brindle,Dog,4 years 4 months.,Female,Adoptable Dogs,10-03-2017 00:00,Foster,0,15-04-2017 00:00,Stray,,Died in care,0,0,0
47575,07-03-2017 00:00,Moving,0,D17031584,9.82E+14,Bella Boo!,Mastiff,Brindle,Dog,4 years 4 months.,Female,Adoptable Dogs,15-04-2017 00:00,Adoption,0,12-05-2017 00:00,Incompatible with owner lifestyle,,Died in care,0,0,0
47575,07-03-2017 00:00,Moving,0,D17031584,9.82E+14,Bella Boo!,Mastiff,Brindle,Dog,4 years 4 months.,Female,Adoptable Dogs,12-05-2017 00:00,Foster,0,15-05-2017 00:00,Stray,,Died in care,0,0,0
47575,07-03-2017 00:00,Moving,0,D17031584,9.82E+14,Bella Boo!,Mastiff,Brindle,Dog,4 years 4 months.,Female,Adoptable Dogs,16-05-2017 00:00,Adoption,0,27-12-2017 00:00,Moving,,Died in care,0,0,0
47575,07-03-2017 00:00,Moving,0,D17031584,9.82E+14,Bella Boo!,Mastiff,Brindle,Dog,4 years 4 months.,Female,Adoptable Dogs,30-12-2017 00:00,Adoption,0,05-10-2018 00:00,Landlord issues,,Died in care,0,0,0
47575,07-03-2017 00:00,Moving,0,D17031584,9.82E+14,Bella Boo!,Mastiff,Brindle,Dog,4 years 4 months.,Female,Adoptable Dogs,15-10-2018 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47576,07-03-2017 00:00,Abandoned,0,D17031585,9.8102E+14,Patty,Pitbull,Tan,Dog,3 years 5 months.,Female,Adoptable Dogs,05-06-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47582,07-03-2017 00:00,Abandoned,0,D17031591,9.8102E+14,Dibs,Pitbull/Mix,White,Dog,2 years 10 months.,Male,Stray Dogs Beta,25-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47591,09-03-2017 00:00,Abandoned,0,D17031600,9.8102E+14,Serafina,Papillon,White,Dog,6 years 9 months.,Female,Foster,16-03-2017 00:00,Foster,0,22-05-2017 00:00,Stray,,Died in care,0,0,0
47591,09-03-2017 00:00,Abandoned,0,D17031600,9.8102E+14,Serafina,Papillon,White,Dog,6 years 9 months.,Female,Foster,22-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47595,09-03-2017 00:00,Owner Deceased,0,C17031604,9.8102E+14,Zips,Domestic Short Hair,Black and White,Cat,8 years 8 months.,Female,Adoptable Cat Big Colony,16-06-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47613,10-03-2017 00:00,Abandoned,0,D17031620,9.8102E+14,Waylon,Beagle,Tricolour,Dog,4 years 8 months.,Male,Stray Dogs Beta,02-04-2017 00:00,Adoption,0,05-09-2017 00:00,Stray,,Died in care,0,0,0
47613,10-03-2017 00:00,Abandoned,0,D17031620,9.8102E+14,Waylon,Beagle,Tricolour,Dog,4 years 8 months.,Male,Stray Dogs Beta,05-09-2017 00:00,Reclaimed,0,05-09-2017 00:00,Incompatible with owner lifestyle,,Died in care,0,0,0
47613,10-03-2017 00:00,Abandoned,0,D17031620,9.8102E+14,Waylon,Beagle,Tricolour,Dog,4 years 8 months.,Male,Stray Dogs Beta,06-09-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47617,10-03-2017 00:00,Abandoned,0,C17031624,9.8102E+14,Jesse,DSH/Unknown,Grey and White,Cat,5 years 8 months.,Female,Adoptable Cat Kennels,07-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47627,11-03-2017 00:00,Abandoned,0,C17031634,9.8102E+14,Binks,DSH/Unknown,Buff,Cat,1 year 9 months.,Male,Feline Nursery,06-04-2017 00:00,Foster,0,10-05-2017 00:00,Stray,,Died in care,0,0,0
47627,11-03-2017 00:00,Abandoned,0,C17031634,9.8102E+14,Binks,DSH/Unknown,Buff,Cat,1 year 9 months.,Male,Feline Nursery,14-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47628,11-03-2017 00:00,Abandoned,0,C17031635,9.8102E+14,Bobbin,DSH/Unknown,Fawn,Cat,1 year 9 months.,Male,Adoptable Cat Kennels,06-04-2017 00:00,Foster,0,17-05-2017 00:00,Stray,,Died in care,0,0,0
47628,11-03-2017 00:00,Abandoned,0,C17031635,9.8102E+14,Bobbin,DSH/Unknown,Fawn,Cat,1 year 9 months.,Male,Adoptable Cat Kennels,18-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47629,11-03-2017 00:00,Abandoned,0,C17031636,9.8102E+14,Binkie,DSH/Unknown,Buff,Cat,1 year 9 months.,Male,Adoptable Cat Kennels,06-04-2017 00:00,Foster,0,17-05-2017 00:00,Stray,,Died in care,0,0,0
47629,11-03-2017 00:00,Abandoned,0,C17031636,9.8102E+14,Binkie,DSH/Unknown,Buff,Cat,1 year 9 months.,Male,Adoptable Cat Kennels,18-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47630,11-03-2017 00:00,Abandoned,0,C17031637,9.8102E+14,Stan,DSH/Unknown,Orange,Cat,1 year 9 months.,Male,Adoptable Cat Small Colony,06-04-2017 00:00,Foster,0,18-04-2017 00:00,Stray,,Died in care,0,0,0
47630,11-03-2017 00:00,Abandoned,0,C17031637,9.8102E+14,Stan,DSH/Unknown,Orange,Cat,1 year 9 months.,Male,Adoptable Cat Small Colony,18-04-2017 00:00,Foster,0,10-05-2017 00:00,Stray,,Died in care,0,0,0
47630,11-03-2017 00:00,Abandoned,0,C17031637,9.8102E+14,Stan,DSH/Unknown,Orange,Cat,1 year 9 months.,Male,Adoptable Cat Small Colony,16-05-2017 00:00,Foster,0,15-06-2017 00:00,Stray,,Died in care,0,0,0
47630,11-03-2017 00:00,Abandoned,0,C17031637,9.8102E+14,Stan,DSH/Unknown,Orange,Cat,1 year 9 months.,Male,Adoptable Cat Small Colony,15-06-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47631,11-03-2017 00:00,Abandoned,0,C17031638,9.8102E+14,Boomer,DLH/Unknown,Orange,Cat,1 year 9 months.,Male,Feline Nursery,06-04-2017 00:00,Foster,0,18-04-2017 00:00,Stray,,Died in care,0,0,0
47631,11-03-2017 00:00,Abandoned,0,C17031638,9.8102E+14,Boomer,DLH/Unknown,Orange,Cat,1 year 9 months.,Male,Feline Nursery,18-04-2017 00:00,Foster,0,10-05-2017 00:00,Stray,,Died in care,0,0,0
47631,11-03-2017 00:00,Abandoned,0,C17031638,9.8102E+14,Boomer,DLH/Unknown,Orange,Cat,1 year 9 months.,Male,Feline Nursery,11-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47632,11-03-2017 00:00,Abandoned,0,C17031639,9.8102E+14,Evan,DSH/Unknown,Brown,Cat,1 year 9 months.,Male,Feline Nursery,06-04-2017 00:00,Foster,0,18-04-2017 00:00,Stray,,Died in care,0,0,0
47632,11-03-2017 00:00,Abandoned,0,C17031639,9.8102E+14,Evan,DSH/Unknown,Brown,Cat,1 year 9 months.,Male,Feline Nursery,18-04-2017 00:00,Foster,0,10-05-2017 00:00,Stray,,Died in care,0,0,0
47632,11-03-2017 00:00,Abandoned,0,C17031639,9.8102E+14,Evan,DSH/Unknown,Brown,Cat,1 year 9 months.,Male,Feline Nursery,11-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47633,11-03-2017 00:00,Abandoned,0,C17031640,9.8102E+14,Beaux,DSH/Unknown,Brown and Black,Cat,1 year 9 months.,Female,Feline Nursery,06-04-2017 00:00,Foster,0,11-05-2017 00:00,Stray,,Died in care,0,0,0
47633,11-03-2017 00:00,Abandoned,0,C17031640,9.8102E+14,Beaux,DSH/Unknown,Brown and Black,Cat,1 year 9 months.,Female,Feline Nursery,16-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47634,11-03-2017 00:00,Abandoned,0,C17031641,9.8102E+14,Dusty,Domestic Short Hair,Seal,Cat,1 year 8 months.,Female,Feline Nursery,06-04-2017 00:00,Foster,0,02-05-2017 00:00,Stray,,Died in care,0,0,0
47634,11-03-2017 00:00,Abandoned,0,C17031641,9.8102E+14,Dusty,Domestic Short Hair,Seal,Cat,1 year 8 months.,Female,Feline Nursery,04-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47635,11-03-2017 00:00,Abandoned,0,C17031642,9.8102E+14,Ed,Domestic Short Hair,Black and White,Cat,1 year 8 months.,Male,Feline Nursery,06-04-2017 00:00,Foster,0,02-05-2017 00:00,Stray,,Died in care,0,0,0
47635,11-03-2017 00:00,Abandoned,0,C17031642,9.8102E+14,Ed,Domestic Short Hair,Black and White,Cat,1 year 8 months.,Male,Feline Nursery,07-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47636,11-03-2017 00:00,Abandoned,0,C17031643,9.8102E+14,Tux,Domestic Short Hair,Black and White,Cat,1 year 8 months.,Male,Feline Nursery,06-04-2017 00:00,Foster,0,02-05-2017 00:00,Stray,,Died in care,0,0,0
47636,11-03-2017 00:00,Abandoned,0,C17031643,9.8102E+14,Tux,Domestic Short Hair,Black and White,Cat,1 year 8 months.,Male,Feline Nursery,04-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47637,11-03-2017 00:00,Abandoned,0,C17031644,9.8102E+14,Trouble,Domestic Short Hair,White,Cat,1 year 8 months.,Male,Feline Nursery,06-04-2017 00:00,Foster,0,02-05-2017 00:00,Stray,,Died in care,0,0,0
47637,11-03-2017 00:00,Abandoned,0,C17031644,9.8102E+14,Trouble,Domestic Short Hair,White,Cat,1 year 8 months.,Male,Feline Nursery,07-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47638,11-03-2017 00:00,Abandoned,0,C17031645,9.8102E+14,Samantha,Domestic Short Hair,Black and White,Cat,4 years 8 months.,Female,Adoptable Cat Kennels,06-04-2017 00:00,Foster,0,24-04-2017 00:00,Stray,,Died in care,0,0,0
47638,11-03-2017 00:00,Abandoned,0,C17031645,9.8102E+14,Samantha,Domestic Short Hair,Black and White,Cat,4 years 8 months.,Female,Adoptable Cat Kennels,06-05-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47639,11-03-2017 00:00,Abandoned,0,D17031646,9.8102E+14,Apollo,Labrador Retriever/Collie,Black,Dog,3 years 0 months.,Male,Adoptable Dogs,31-03-2017 00:00,Adoption,0,01-04-2017 00:00,Incompatible with owner lifestyle,,Died in care,0,0,0
47639,11-03-2017 00:00,Abandoned,0,D17031646,9.8102E+14,Apollo,Labrador Retriever/Collie,Black,Dog,3 years 0 months.,Male,Adoptable Dogs,02-04-2017 00:00,Adoption,0,09-03-2019 00:00,Incompatible with owner lifestyle,,Died in care,0,0,0
47639,11-03-2017 00:00,Abandoned,0,D17031646,9.8102E+14,Apollo,Labrador Retriever/Collie,Black,Dog,3 years 0 months.,Male,Adoptable Dogs,22-03-2019 00:00,Adoption,0,06-05-2019 00:00,Incompatible with owner lifestyle,,Died in care,0,0,0
47639,11-03-2017 00:00,Abandoned,0,D17031646,9.8102E+14,Apollo,Labrador Retriever/Collie,Black,Dog,3 years 0 months.,Male,Adoptable Dogs,15-05-2019 00:00,Foster,0,12-06-2019 00:00,Stray,,Died in care,0,0,0
47639,11-03-2017 00:00,Abandoned,0,D17031646,9.8102E+14,Apollo,Labrador Retriever/Collie,Black,Dog,3 years 0 months.,Male,Adoptable Dogs,12-06-2019 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47654,14-03-2017 00:00,Abandoned,0,R17031661,,Hops,American Sable/American,Black,House Rabbit,2 years 8 months.,Female,Foster,04-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47659,14-03-2017 00:00,Abandoned,0,C17031666,9.8102E+14,Earl,Domestic Medium Hair,White,Cat,2 years 4 months.,Male,Adoptable Cat Kennels,07-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47661,15-03-2017 00:00,Abandoned,0,C17031668,9.8102E+14,Conner,Domestic Short Hair,Black,Cat,3 years 8 months.,Male,Adoptable Cat Big Colony,26-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47662,15-03-2017 00:00,Abandoned,0,D17031669,9.8102E+14,Carol,Shep Mix/Great Dane,Black and Brown,Dog,6 years 11 months.,Female,Adoptable Dogs,01-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47665,15-03-2017 00:00,Abandoned,0,D17031672,9.82E+14,Jynx,Bully Breed Mix/Mix,Black,Dog,5 years 4 months.,Female,Adoptable Dogs,08-04-2017 00:00,Adoption,0,11-04-2017 00:00,Incompatible with owner lifestyle,,Died in care,0,0,0
47665,15-03-2017 00:00,Abandoned,0,D17031672,9.82E+14,Jynx,Bully Breed Mix/Mix,Black,Dog,5 years 4 months.,Female,Adoptable Dogs,09-06-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
47681,18-03-2017 00:00,Abandoned,0,D17031688,,Sisqo`,Siberian Husky/Affenpinscher,Black and White,Dog,3 years 11 months.,Male,Stray Dogs Beta,12-04-2017 00:00,Transfer,0,,Stray,,Died in care,0,0,0
47683,18-03-2017 00:00,Abandoned,0,D17031690,9.8102E+14,Larry,Hound/German Shorthaired Pointer,Red,Dog,3 years 1 month.,Male,Adoptable Dogs,12-04-2017 00:00,Adoption,0,,Stray,,Died in care,0,0,0
